============================================================
ADAPTIVE WALL + AGGRESSION BACKTEST
============================================================

Regime Detection: 300 bar lookback
Choppy Mode: PT/SL = 10/5 ticks
Trend Mode:  PT/SL = 20/8 ticks
Trend filters: Only trade WITH the trend

============================================================
Backtesting 2025-10-10...
============================================================
  Processing 58354 bars...

  [choppy       ] ENTER SHORT: choppy_breakout_ask@25322.25 @ 25316.75 | PT/SL: 10/5
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25318.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25319.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25319.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25317.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25317.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25319.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25310.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25312.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25317.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25314.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25315.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25313.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25313.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25314.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25308.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25309.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25311.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25313.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25315.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25312.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25313.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25311.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25318.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25315.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25316.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25317.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25317.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25318.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25320.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25321.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25318.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25319.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25318.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25315.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25317.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25314.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25316.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25317.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25320.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25321.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25321.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25322.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25320.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25322.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25321.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25318.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25322.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25324.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25318.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25319.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25320.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25321.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25321.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25318.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25321.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25322.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25323.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25321.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25324.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25322.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25323.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25324.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25325.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25322.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25327.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25327.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25328.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25328.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25326.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25328.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25326.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25327.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25329.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25331.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25327.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25329.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25327.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25331.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25332.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25340.00 @ 25332.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25334.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25328.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25331.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25331.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25328.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25331.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25328.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25332.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25325.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25326.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25328.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25329.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25330.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25332.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25329.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25331.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25328.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25331.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25328.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25328.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25329.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25329.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25326.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25328.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25326.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25329.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25327.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25330.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25327.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25322.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25323.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25325.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25323.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25325.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25323.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25325.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25326.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25327.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25328.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25328.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25329.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25323.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25325.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25326.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25328.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25327.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25328.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25326.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25326.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25323.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25324.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25322.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25322.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25323.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25315.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25313.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25315.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25312.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25315.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25317.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25314.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25311.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25311.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25312.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25314.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25316.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25323.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25320.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25312.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25310.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25297.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25298.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25300.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25298.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25299.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25297.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25296.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25294.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25294.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25296.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25294.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25295.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25299.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25300.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25303.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25304.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25301.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25298.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25297.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25298.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25298.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25299.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25297.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25298.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25298.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25299.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25299.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25300.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25299.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25300.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25300.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25301.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25303.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25300.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25300.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25298.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25299.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25296.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25294.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25291.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25291.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25293.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25297.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25294.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25296.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25297.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25305.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25302.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25303.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25304.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25305.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25307.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25306.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25308.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25320.00 @ 25312.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25310.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25310.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25308.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25309.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25310.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25310.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25307.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25310.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25311.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25311.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25308.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25308.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25309.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25309.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25310.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25310.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25307.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25309.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25310.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25310.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25307.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25310.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25307.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25307.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25309.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25310.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25311.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25310.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25308.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25310.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25312.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25308.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25306.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25304.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25305.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25311.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25308.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25309.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25306.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25305.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25306.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25308.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25306.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25307.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25304.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25303.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25304.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25304.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25301.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25300.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25301.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25302.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25299.75 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25300.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25298.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25299.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25297.00 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25299.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25300.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25300.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25298.25 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25297.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25298.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25298.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25299.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25299.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25300.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25301.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25302.25 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25302.00 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: profit_target @ 25299.50 | P&L: $+20.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25298.25 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25299.50 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25299.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25300.75 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25301.75 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25303.00 | P&L: $-10.00
  [choppy       ] ENTER SHORT: choppy_breakout_ask@25300.00 @ 25300.50 | PT/SL: 10/5
  [choppy       ] EXIT SHORT: stop_loss @ 25301.75 | P&L: $-10.00
